29.48,0,1.5,4,63
29.23,0.13,3,4,63
29.48,0.15,3,4,63
29.23,0.15,3,4,63
28.98,0.15,3,4,63
31.58,0,0,5,64
26.04,0.57,2.5,4,64
26.89,0,0.5,4,64
28.73,0,0.5,4,64
26.04,0.57,4.5,4,64
28.73,0,1.5,4,64
28.49,0,1.5,4,64
31.12,0.58,0.5,5,65
34.44,0,2.5,5,65
28.73,0,0.5,4,65
28.49,0,0.5,4,65
34.44,0,4.5,5,65
28.25,0.13,1.5,4,65
27.78,0.13,1.5,4,65
24.67,1.15,2,4,66
31.58,0.3,0.5,5,66
30.53,0.3,0,5,66
28.98,0,0.5,4,66
28.25,0.13,0.5,4,66
27.11,0,2.5,4,66
26.67,0,2.5,4,66
27.78,0,2.5,4,66
24.67,1.15,4,4,66
30.53,0.3,1,5,66
27.11,0,4.5,4,66
26.67,0,4.5,4,66
27.78,0,4.5,4,66
28.02,0.28,0.5,4,67
20.36,0.3,1.5,3,67
27.78,0.13,0.5,4,67
26.89,0.15,2.5,4,67
27.11,0.15,2.5,4,67
27.11,0.13,2.5,4,67
26.89,0.15,4.5,4,67
27.11,0.15,4.5,4,67
27.11,0.13,4.5,4,67
31.36,0.28,0.5,5,68
21.06,0.13,1.5,3,68
20.36,0.3,0.5,3,68
27.33,0,1.5,4,68
27.11,0,1.5,4,68
26.67,0,1.5,4,68
26.67,0,1.5,4,68
24.67,0,2,4,69
28.98,0,0.5,4,69
21.49,0.13,1.5,3,69
26.04,0.15,0.5,4,69
25.64,0.15,0.5,4,69
25.44,0.13,0.5,4,69
24.67,0,4,4,69
26.04,0.15,2.5,4,69
25.64,0.15,2.5,4,69
25.44,0.13,2.5,4,69
31.08,0,0.5,5,70
28.02,0.15,1.5,4,70
25.44,0,0.5,4,70
25.84,0,0.5,4,70
25.44,0,2.5,4,70
25.84,0,2.5,4,70
30.26,0,0.5,5,71
25.05,0.15,0.5,4,71
24.67,0.15,0.5,4,71
24.12,0.13,0.5,4,71
23.94,0.15,0.5,4,71
25.05,0.15,2.5,4,71
24.67,0.15,2.5,4,71
24.12,0.13,2.5,4,71
23.94,0.15,2.5,4,71
31.36,0,0.5,5,72
25.24,0,0.5,4,72
25.24,0,0.5,4,72
24.48,0,0.5,4,72
23.76,0,0.5,4,72
23.76,0,0.5,4,72
23.76,0,0.5,4,72
23.41,0,0.5,4,72
25.24,0,2.5,4,72
25.24,0,2.5,4,72
24.48,0,2.5,4,72
23.76,0,2.5,4,72
23.76,0,2.5,4,72
23.76,0,2.5,4,72
23.41,0,2.5,4,72
24.67,0,2,4,73
25.24,0,0.5,4,73
23.41,0.28,0.5,4,73
24.67,0,4,4,73
23.41,0.28,2.5,4,73
24.86,1.17,1,4,74
25.24,0.28,0.5,4,74
24.12,0,0.5,4,74
24.86,1.17,3,4,74
24.12,0,2.5,4,74
29.48,0,0.5,4,75
30.53,0,4,5,76
30.53,0,4,5,76
30.26,0,4,5,76
30.53,0.07,1,5,76
30.53,0,6,5,76
30.53,0,6,5,76
30.26,0,6,5,76
30.53,0.07,2,5,76
30.26,0.07,2,5,76
30.53,0.07,2,5,76
24.12,0,0.5,4,76
30.53,0,4,5,76
30.53,0,4,5,76
30.26,0,4,5,76
24.12,0,2.5,4,76
30.53,0,6,5,76
30.53,0,6,5,76
30.26,0,6,5,76
30.53,0.05,3,5,77
30.26,0.05,3,5,77
30.53,0.05,3,5,77
30.26,0.07,1,5,77
30.53,0.05,5,5,77
30.26,0.05,5,5,77
30.53,0.05,5,5,77
30,0,1,5,77
30.26,0,1,5,77
30.26,0,1,5,77
25.05,0,2,4,77
24.67,0.15,1,4,77
24.48,0.15,1,4,77
24.48,0.13,1,4,77
30.53,0.05,3,5,77
30.26,0.05,3,5,77
30.53,0.05,3,5,77
25.05,0,4,4,77
24.67,0.15,3,4,77
24.48,0.15,3,4,77
24.48,0.13,3,4,77
30.53,0.05,5,5,77
30.26,0.05,5,5,77
30.53,0.05,5,5,77
30.53,0,3,5,78
30.53,0,3,5,78
30.53,0,3,5,78
30.53,0,3,5,78
30.53,0.07,1,5,78
30.53,0,5,5,78
30.53,0,5,5,78
30.53,0,5,5,78
30.53,0,5,5,78
30.26,0.12,1,5,78
30.53,0.07,1,5,78
30.53,0.07,1,5,78
30.53,0.07,1,5,78
24.86,1.15,1,4,78
24.67,0,2.5,4,78
24.3,0,2.5,4,78
25.05,0,2.5,4,78
24.3,0,2.5,4,78
24.67,0,2.5,4,78
30.53,0,3,5,78
30.53,0,3,5,78
30.53,0,3,5,78
30.53,0,3,5,78
24.86,1.15,3,4,78
24.67,0,4.5,4,78
24.3,0,4.5,4,78
25.05,0,4.5,4,78
24.3,0,4.5,4,78
24.67,0,4.5,4,78
30.53,0,5,5,78
30.53,0,5,5,78
30.53,0,5,5,78
30.53,0,5,5,78
30.53,0.05,3,5,79
30.26,0.05,3,5,79
30,0,0,5,79
30.53,0.05,5,5,79
30.26,0.05,5,5,79
30.53,0,1,5,79
30.53,0,1,5,79
30.8,0,1,5,79
24.3,0.13,2.5,4,79
30.53,0.05,3,5,79
30.26,0.05,3,5,79
24.3,0.13,4.5,4,79
30.53,0.05,5,5,79
30.26,0.05,5,5,79
30.53,0,4.5,5,80
30.53,0,4.5,5,80
30.8,0,4.5,5,80
30.8,0,4.5,5,80
30.26,0,0,5,80
30.53,0.07,0.5,5,80
30.53,0.07,0.5,5,80
30.8,0.07,0.5,5,80
30.53,0,6.5,5,80
30.53,0,6.5,5,80
30.8,0,6.5,5,80
30.8,0,6.5,5,80
30.53,0.07,2.5,5,80
30.53,0.07,2.5,5,80
30.8,0.07,2.5,5,80
24.48,1.73,1.5,4,80
23.41,0,2.5,4,80
24.48,0,2.5,4,80
23.41,0,2.5,4,80
30.53,0,4.5,5,80
30.53,0,4.5,5,80
30.8,0,4.5,5,80
30.8,0,4.5,5,80
24.48,1.73,3.5,4,80
23.41,0,4.5,4,80
24.48,0,4.5,4,80
23.41,0,4.5,4,80
30.53,0,6.5,5,80
30.53,0,6.5,5,80
30.8,0,6.5,5,80
30.8,0,6.5,5,80
30.53,0.05,4.5,5,81
30.8,0.05,4.5,5,81
30.8,0.05,4.5,5,81
30.26,0,0,5,81
30.8,0,0.5,5,81
30.8,0,0.5,5,81
31.08,0,0.5,5,81
30.53,0.05,6.5,5,81
30.8,0.05,6.5,5,81
30.8,0.05,6.5,5,81
30.8,0,2.5,5,81
30.8,0,2.5,5,81
31.08,0,2.5,5,81
23.07,0.13,2.5,4,81
24.86,0.13,2.5,4,81
30.53,0.05,4.5,5,81
30.8,0.05,4.5,5,81
30.8,0.05,4.5,5,81
23.07,0.13,4.5,4,81
24.86,0.13,4.5,4,81
30.53,0.05,6.5,5,81
30.8,0.05,6.5,5,81
30.8,0.05,6.5,5,81
31.08,0,4.5,5,82
31.08,0,4.5,5,82
30.8,0,4.5,5,82
31.08,0,4.5,5,82
31.08,0,4.5,5,82
30.26,0.12,0,5,82
31.08,0.05,0.5,5,82
30.8,0.07,0.5,5,82
30.8,0.07,0.5,5,82
31.08,0.07,0.5,5,82
30.8,0.07,0.5,5,82
31.08,0,6.5,5,82
31.08,0,6.5,5,82
30.8,0,6.5,5,82
31.08,0,6.5,5,82
31.08,0,6.5,5,82
31.08,0.05,2.5,5,82
